,Movie name,budget
0,Avengers: Endgame,"$400,000,000"
1,Pirates of the Caribbean: On Stranger Tides,"$379,000,000"
2,Avengers: Age of Ultron,"$365,000,000"
3,Star Wars Ep. VII: The Force Awakens,"$306,000,000"
4,Avengers: Infinity War,"$300,000,000"
5,Pirates of the Caribbean: At Worldâs End,"$300,000,000"
6,Justice League,"$300,000,000"
7,Spectre,"$300,000,000"
8,Star Wars: The Rise of Skywalker,"$275,000,000"
9,Solo: A Star Wars Story,"$275,000,000"
10,John Carter,"$263,700,000"
11,Batman v Superman: Dawn of Justice,"$263,000,000"
12,The Lion King,"$260,000,000"
13,Tangled,"$260,000,000"
14,Spider-Man 3,"$258,000,000"
15,Captain America: Civil War,"$250,000,000"
16,Harry Potter and the Half-Blood Prince,"$250,000,000"
17,The Hobbit: The Desolation of Smaug,"$250,000,000"
18,The Hobbit: The Battle of the Five Armies,"$250,000,000"
19,The Fate of the Furious,"$250,000,000"
20,No Time to Die,"$250,000,000"
21,Avatar,"$237,000,000"
22,Superman Returns,"$232,000,000"
23,The Dark Knight Rises,"$230,000,000"
24,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000"
25,Quantum of Solace,"$230,000,000"
26,The Avengers,"$225,000,000"
27,Pirates of the Caribbean: Dead Manâs Chest,"$225,000,000"
28,Man of Steel,"$225,000,000"
29,The Chronicles of Narnia: Prince Caspian,"$225,000,000"
30,The Lone Ranger,"$225,000,000"
31,The Amazing Spider-Man,"$220,000,000"
32,Battleship,"$220,000,000"
33,Transformers: The Last Knight,"$217,000,000"
34,Jurassic World,"$215,000,000"
35,Men in Black 3,"$215,000,000"
36,Transformers: Revenge of the Fallen,"$210,000,000"
37,Transformers: Age of Extinction,"$210,000,000"
38,X-Men: The Last Stand,"$210,000,000"
39,Robin Hood,"$210,000,000"
40,King Kong,"$207,000,000"
41,The Golden Compass,"$205,000,000"
42,Tenet,"$205,000,000"
43,Black Panther,"$200,000,000"
44,Titanic,"$200,000,000"
45,Star Wars Ep. VIII: The Last Jedi,"$200,000,000"
46,Incredibles 2,"$200,000,000"
47,Rogue One: A Star Wars Story,"$200,000,000"
48,Finding Dory,"$200,000,000"
49,Toy Story 4,"$200,000,000"
50,Toy Story 3,"$200,000,000"
51,Iron Man 3,"$200,000,000"
52,Guardians of the Galaxy Vol 2,"$200,000,000"
53,Spider-Man 2,"$200,000,000"
54,Alice in Wonderland,"$200,000,000"
55,Skyfall,"$200,000,000"
56,The Hobbit: An Unexpected Journey,"$200,000,000"
57,Monsters University,"$200,000,000"
58,Oz the Great and Powerful,"$200,000,000"
59,X-Men: Days of Future Past,"$200,000,000"
60,The Amazing Spider-Man 2,"$200,000,000"
61,Cars 2,"$200,000,000"
62,Black Widow,"$200,000,000"
63,Fast & Furious Presents: Hobbs & Shaw,"$200,000,000"
64,Tron: Legacy,"$200,000,000"
65,2012,"$200,000,000"
66,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000"
67,Terminator Salvation,"$200,000,000"
68,Green Lantern,"$200,000,000"
69,Prince of Persia: Sands of Time,"$200,000,000"
70,Dark Phoenix,"$200,000,000"
71,Onward,"$200,000,000"
72,Wonder Woman 1984,"$200,000,000"
73,Mulan,"$200,000,000"
74,Eternals,"$200,000,000"
75,Transformers: Dark of the Moon,"$195,000,000"
76,The Mummy,"$195,000,000"
77,Jack the Giant Slayer,"$195,000,000"
78,Furious 7,"$190,000,000"
79,Star Trek Into Darkness,"$190,000,000"
80,World War Z,"$190,000,000"
81,The Great Gatsby,"$190,000,000"
82,Disneyâs A Christmas Carol,"$190,000,000"
83,Pacific Rim,"$190,000,000"
84,The Good Dinosaur,"$187,500,000"
85,Iron Man,"$186,000,000"
86,The Dark Knight,"$185,000,000"
87,Indiana Jones and the Kingdom of the Crystal Skull,"$185,000,000"
88,Brave,"$185,000,000"
89,Kong: Skull Island,"$185,000,000"
90,Star Trek Beyond,"$185,000,000"
91,Maleficent: Mistress of Evil,"$185,000,000"
92,Blade Runner 2049,"$185,000,000"
93,Terminator: Dark Fate,"$185,000,000"
94,The Suicide Squad,"$185,000,000"
95,Aladdin,"$182,000,000"
96,Thor: Ragnarok,"$180,000,000"
97,"The Chronicles of Narnia: The Lion, the Witch a…","$180,000,000"
98,Maleficent,"$180,000,000"
99,Fantastic Beasts and Where to Find Them,"$180,000,000"
0,WALL-E,"$180,000,000"
1,Rush Hour 3,"$180,000,000"
2,The Legend of Tarzan,"$180,000,000"
3,Hugo,"$180,000,000"
4,Valerian and the City of a Thousand Planets,"$180,000,000"
5,Jupiter Ascending,"$179,000,000"
6,Mission: ImpossibleâFallout,"$178,000,000"
7,X-Men: Apocalypse,"$178,000,000"
8,The Meg,"$178,000,000"
9,Edge of Tomorrow,"$178,000,000"
10,Captain Marvel,"$175,000,000"
11,The Jungle Book,"$175,000,000"
12,Inside Out,"$175,000,000"
13,Spider-Man: Homecoming,"$175,000,000"
14,Suicide Squad,"$175,000,000"
15,Up,"$175,000,000"
16,Coco,"$175,000,000"
17,Ralph Breaks The Internet,"$175,000,000"
18,Monsters vs. Aliens,"$175,000,000"
19,Cars 3,"$175,000,000"
20,G.I. Joe: The Rise of Cobra,"$175,000,000"
21,Wild Wild West,"$175,000,000"
22,The Mummy: Tomb of the Dragon Emperor,"$175,000,000"
23,Evan Almighty,"$175,000,000"
24,Waterworld,"$175,000,000"
25,Dolittle,"$175,000,000"
26,King Arthur: Legend of the Sword,"$175,000,000"
27,47 Ronin,"$175,000,000"
28,Jurassic World: Fallen Kingdom,"$170,000,000"
29,Guardians of the Galaxy,"$170,000,000"
30,Iron Man 2,"$170,000,000"
31,Captain America: The Winter Soldier,"$170,000,000"
32,Dawn of the Planet of the Apes,"$170,000,000"
33,The Polar Express,"$170,000,000"
34,Snow White and the Huntsman,"$170,000,000"
35,Terminator 3: Rise of the Machines,"$170,000,000"
36,Van Helsing,"$170,000,000"
37,Dumbo,"$170,000,000"
38,Godzilla: King of the Monsters,"$170,000,000"
39,Tomorrowland,"$170,000,000"
40,Alita: Battle Angel,"$170,000,000"
41,Alice Through the Looking Glass,"$170,000,000"
42,Shrek Forever After,"$165,000,000"
43,Doctor Strange,"$165,000,000"
44,Big Hero 6,"$165,000,000"
45,How to Train Your Dragon,"$165,000,000"
46,Wreck-It Ralph,"$165,000,000"
47,Interstellar,"$165,000,000"
48,Independence Day: Resurgence,"$165,000,000"
49,Dune,"$165,000,000"
50,Cowboys and Aliens,"$163,000,000"
51,Beauty and the Beast,"$160,000,000"
52,Spider-Man: Far From Home,"$160,000,000"
53,Aquaman,"$160,000,000"
54,Shrek the Third,"$160,000,000"
55,Inception,"$160,000,000"
56,The Hunger Games: Mockingjay - Part 2,"$160,000,000"
57,Fast and Furious 6,"$160,000,000"
58,Godzilla,"$160,000,000"
59,X-Men: First Class,"$160,000,000"
60,The Curious Case of Benjamin Button,"$160,000,000"
61,The Sorcerer's Apprentice,"$160,000,000"
62,Poseidon,"$160,000,000"
63,Warcraft,"$160,000,000"
64,The Irishman,"$159,000,000"
65,Deepwater Horizon,"$156,000,000"
66,The Chronicles of Narnia: The Voyage of the Daw…,"$155,000,000"
67,Godzilla vs. Kong,"$155,000,000"
68,Terminator: Genisys,"$155,000,000"
69,Pacific Rim: Uprising,"$155,000,000"
70,Alexander,"$155,000,000"
71,War for the Planet of the Apes,"$152,000,000"
72,Pearl Harbor,"$151,500,000"
73,Transformers,"$151,000,000"
74,Frozen II,"$150,000,000"
75,Wonder Woman,"$150,000,000"
76,Frozen,"$150,000,000"
77,Zootopia,"$150,000,000"
78,Harry Potter and the Order of the Phoenix,"$150,000,000"
79,Harry Potter and the Goblet of Fire,"$150,000,000"
80,The Matrix Reloaded,"$150,000,000"
81,I am Legend,"$150,000,000"
82,Moana,"$150,000,000"
83,Hancock,"$150,000,000"
84,Shang-Chi and the Legend of the Ten Rings,"$150,000,000"
85,Charlie and the Chocolate Factory,"$150,000,000"
86,Ratatouille,"$150,000,000"
87,Thor: The Dark World,"$150,000,000"
88,Batman Begins,"$150,000,000"
89,Mission: ImpossibleâRogue Nation,"$150,000,000"
90,Dunkirk,"$150,000,000"
91,Thor,"$150,000,000"
92,Madagascar: Escape 2 Africa,"$150,000,000"
93,X-Men Origins: Wolverine,"$150,000,000"
94,Night at the Museum: Battle of the Smithsonian,"$150,000,000"
95,Kung Fu Panda 2,"$150,000,000"
96,Mad Max: Fury Road,"$150,000,000"
97,PokÃ©mon: Detective Pikachu,"$150,000,000"
98,The Matrix Revolutions,"$150,000,000"
99,Ready Player One,"$150,000,000"
0,Chicken Little,"$150,000,000"
1,Mission: Impossible III,"$150,000,000"
2,Angels & Demons,"$150,000,000"
3,Troy,"$150,000,000"
4,The Last Airbender,"$150,000,000"
5,Bee Movie,"$150,000,000"
6,G-Force,"$150,000,000"
7,Bolt,"$150,000,000"
8,Wrath of the Titans,"$150,000,000"
9,Beowulf,"$150,000,000"
10,Dark Shadows,"$150,000,000"
11,White House Down,"$150,000,000"
12,Space Jam: A New Legacy,"$150,000,000"
13,The Wolfman,"$150,000,000"
14,The Great Wall,"$150,000,000"
15,Pan,"$150,000,000"
16,Mars Needs Moms,"$150,000,000"
17,Red Notice,"$150,000,000"
18,Moonfall,"$150,000,000"
19,Flushed Away,"$149,000,000"
20,Madagascar 3: Europe's Most Wanted,"$145,000,000"
21,Mission: ImpossibleâGhost Protocol,"$145,000,000"
22,How to Train Your Dragon 2,"$145,000,000"
23,Tarzan,"$145,000,000"
24,Mr. Peabody & Sherman,"$145,000,000"
25,Rise of the Guardians,"$145,000,000"
26,Sahara,"$145,000,000"
27,Ghostbusters,"$144,000,000"
28,Die Another Day,"$142,000,000"
29,Pirates of the Caribbean: The Curse of the Blac…,"$140,000,000"
30,Star Trek,"$140,000,000"
31,Armageddon,"$140,000,000"
32,Men in Black 2,"$140,000,000"
33,Captain America: The First Avenger,"$140,000,000"
34,Kung Fu Panda 3,"$140,000,000"
35,Lethal Weapon 4,"$140,000,000"
36,G.I. Joe: Retaliation,"$140,000,000"
37,The Last Samurai,"$140,000,000"
38,Fun With Dick And Jane,"$140,000,000"
39,Exodus: Gods and Kings,"$140,000,000"
40,The BFG,"$140,000,000"
41,Gemini Man,"$140,000,000"
42,Gods of Egypt,"$140,000,000"
43,Top Gun: Maverick,"$140,000,000"
44,Spider-Man,"$139,000,000"
45,Watchmen,"$138,000,000"
46,Stealth,"$138,000,000"
47,The Incredible Hulk,"$137,500,000"
48,Hulk,"$137,000,000"
49,Final Fantasy: The Spirits Within,"$137,000,000"
50,"The Twilight Saga: Breaking Dawn, Part 2","$136,200,000"
51,The Croods,"$135,000,000"
52,The Revenant,"$135,000,000"
53,The World is Not Enough,"$135,000,000"
54,Rango,"$135,000,000"
55,Master and Commander: The Far Side of the World,"$135,000,000"
56,Turbo,"$135,000,000"
57,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000"
58,Happy Feet Two,"$135,000,000"
59,Miami Vice,"$135,000,000"
60,The Nutcracker and the Four Realms,"$132,900,000"
61,War of the Worlds,"$132,000,000"
62,Penguins of Madagascar,"$132,000,000"
63,The Hunger Games: Catching Fire,"$130,000,000"
64,Harry Potter and the Prisoner of Azkaban,"$130,000,000"
65,The Bourne Ultimatum,"$130,000,000"
66,Ant-Man and the Wasp,"$130,000,000"
67,Kung Fu Panda,"$130,000,000"
68,Ant-Man,"$130,000,000"
69,Home,"$130,000,000"
70,Mary Poppins Returns,"$130,000,000"
71,Puss in Boots,"$130,000,000"
72,Megamind,"$130,000,000"
73,Bad Boys II,"$130,000,000"
74,Rio 2,"$130,000,000"
75,Salt,"$130,000,000"
76,Noah,"$130,000,000"
77,The Adventures of Tintin,"$130,000,000"
78,After Earth,"$130,000,000"
79,Australia,"$130,000,000"
80,R.I.P.D.,"$130,000,000"
81,How to Train Your Dragon: The Hidden World,"$129,000,000"
82,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000"
83,Dinosaur,"$127,500,000"
84,Logan,"$127,000,000"
85,Night at the Museum: Secret of the Tomb,"$127,000,000"
86,Harry Potter and the Deathly Hallows: Part II,"$125,000,000"
87,The Hunger Games: Mockingjay - Part 1,"$125,000,000"
88,Harry Potter and the Sorcererâs Stone,"$125,000,000"
89,Jumanji: The Next Level,"$125,000,000"
90,Harry Potter and the Deathly Hallows: Part I,"$125,000,000"
91,The Da Vinci Code,"$125,000,000"
92,X-Men 2,"$125,000,000"
93,Fast Five,"$125,000,000"
94,Teenage Mutant Ninja Turtles,"$125,000,000"
95,Sherlock Holmes: A Game of Shadows,"$125,000,000"
96,The Day After Tomorrow,"$125,000,000"
97,The Boss Baby,"$125,000,000"
98,Clash of the Titans,"$125,000,000"
99,Trolls,"$125,000,000"
0,Godzilla,"$125,000,000"
1,Prometheus,"$125,000,000"
2,The Bourne Legacy,"$125,000,000"
3,Batman & Robin,"$125,000,000"
4,Skyscraper,"$125,000,000"
5,The Call of the Wild,"$125,000,000"
6,Total Recall,"$125,000,000"
7,Assassinâs Creed,"$125,000,000"
8,Monster Trucks,"$125,000,000"
9,The 13th Warrior,"$125,000,000"
10,How the Grinch Stole Christmas,"$123,000,000"
11,Mission: Impossible 2,"$120,000,000"
12,The Perfect Storm,"$120,000,000"
13,Jason Bourne,"$120,000,000"
14,Fantastic Four: Rise of the Silver Surfer,"$120,000,000"
15,Life of Pi,"$120,000,000"
16,Ghost Rider,"$120,000,000"
17,Rampage,"$120,000,000"
18,Charlie's Angels: Full Throttle,"$120,000,000"
19,Elysium,"$120,000,000"
20,Oblivion,"$120,000,000"
21,Power Rangers,"$120,000,000"
22,Stuart Little 2,"$120,000,000"
23,RoboCop,"$120,000,000"
24,The Chronicles of Riddick,"$120,000,000"
25,The Fantastic Four,"$120,000,000"
26,Speed Racer,"$120,000,000"
27,The Island,"$120,000,000"
28,How Do You Know?,"$120,000,000"
29,Knight and Day,"$117,000,000"
30,Tang Ren Jie Tan An 3,"$117,000,000"
31,Venom,"$116,000,000"
32,Star Wars Ep. I: The Phantom Menace,"$115,000,000"
33,Star Wars Ep. III: Revenge of the Sith,"$115,000,000"
34,Star Wars Ep. II: Attack of the Clones,"$115,000,000"
35,"Monsters, Inc.","$115,000,000"
36,The Wolverine,"$115,000,000"
37,Danteâs Peak,"$115,000,000"
38,The Huntsman: Winterâs War,"$115,000,000"
39,Windtalkers,"$115,000,000"
40,AstÃ©rix aux Jeux Olympiques,"$113,500,000"
41,Gulliver's Travels,"$112,000,000"
42,Ferdinand,"$111,000,000"
43,Deadpool 2,"$110,000,000"
44,Gravity,"$110,000,000"
45,Night at the Museum,"$110,000,000"
46,Venom: Let There be Carnage,"$110,000,000"
47,Mr. and Mrs. Smith,"$110,000,000"
48,San Andreas,"$110,000,000"
49,The Smurfs,"$110,000,000"
50,Live Free or Die Hard,"$110,000,000"
51,The Divergent Series: Insurgent,"$110,000,000"
52,Ocean's Twelve,"$110,000,000"
53,Tomorrow Never Dies,"$110,000,000"
54,The Patriot,"$110,000,000"
55,300: Rise of an Empire,"$110,000,000"
56,The Aviator,"$110,000,000"
57,Passengers,"$110,000,000"
58,The Green Hornet,"$110,000,000"
59,Miss Peregrineâs Home for Peculiar Children,"$110,000,000"
60,Real Steel,"$110,000,000"
61,Men in Black: International,"$110,000,000"
62,The A-Team,"$110,000,000"
63,The Smurfs 2,"$110,000,000"
64,The Divergent Series: Allegiant,"$110,000,000"
65,The Taking of Pelham 123,"$110,000,000"
66,Ender's Game,"$110,000,000"
67,Home on the Range,"$110,000,000"
68,Speed 2: Cruise Control,"$110,000,000"
69,Kingdom of Heaven,"$110,000,000"
70,Ghost in the Shell,"$110,000,000"
71,Around the World in 80 Days,"$110,000,000"
72,The Cat in the Hat,"$109,000,000"
73,Ali,"$109,000,000"
74,The Martian,"$108,000,000"
75,Allied,"$106,000,000"
76,"I, Robot","$105,000,000"
77,Stuart Little,"$105,000,000"
78,The Princess and the Frog,"$105,000,000"
79,"10,000 B.C.","$105,000,000"
80,Ice Age: Collision Course,"$105,000,000"
81,Town & Country,"$105,000,000"
82,Kingsman: The Golden Circle,"$104,000,000"
83,Gone in 60 Seconds,"$103,300,000"
84,Gladiator,"$103,000,000"
85,The Hangover 3,"$103,000,000"
86,A Wrinkle in Time,"$103,000,000"
87,Public Enemies,"$102,500,000"
88,Casino Royale,"$102,000,000"
89,Minority Report,"$102,000,000"
90,Bumblebee,"$102,000,000"
91,Cloud Atlas,"$102,000,000"
92,Harry Potter and the Chamber of Secrets,"$100,000,000"
93,Terminator 2: Judgment Day,"$100,000,000"
94,Batman Forever,"$100,000,000"
95,Planet of the Apes,"$100,000,000"
96,National Treasure,"$100,000,000"
97,Django Unchained,"$100,000,000"
98,1917,"$100,000,000"
99,Little Fockers,"$100,000,000"
0,True Lies,"$100,000,000"
1,American Gangster,"$100,000,000"
2,Cloudy with a Chance of Meatballs,"$100,000,000"
3,The Other Guys,"$100,000,000"
4,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000"
5,The Wolf of Wall Street,"$100,000,000"
6,Epic,"$100,000,000"
7,Eraser,"$100,000,000"
8,The Hunchback of Notre Dame,"$100,000,000"
9,The Emperor's New Groove,"$100,000,000"
10,The Expendables 2,"$100,000,000"
11,Where the Wild Things Are,"$100,000,000"
12,Eragon,"$100,000,000"
13,Hercules,"$100,000,000"
14,The Tourist,"$100,000,000"
15,End of Days,"$100,000,000"
16,Spies in Disguise,"$100,000,000"
17,The Stepford Wives,"$100,000,000"
18,Surfâs Up,"$100,000,000"
19,Blood Diamond,"$100,000,000"
20,Midway,"$100,000,000"
21,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000"
22,Starship Troopers,"$100,000,000"
23,Land of the Lost,"$100,000,000"
24,Peter Pan,"$100,000,000"
25,Wonder Park,"$100,000,000"
26,Catwoman,"$100,000,000"
27,The Expendables 3,"$100,000,000"
28,Treasure Planet,"$100,000,000"
29,Green Zone,"$100,000,000"
30,Geostorm,"$100,000,000"
31,Point Break,"$100,000,000"
32,Cats,"$100,000,000"
33,In the Heart of the Sea,"$100,000,000"
34,Transcendence,"$100,000,000"
35,Son of the Mask,"$100,000,000"
36,Mortal Engines,"$100,000,000"
37,Chaos Walking,"$100,000,000"
38,The Adventures of Pluto Nash,"$100,000,000"
39,Jin lÃ­ng shÃ­ san chai,"$100,000,000"
40,Artemis Fowl,"$100,000,000"
41,The Peanuts Movie,"$99,000,000"
42,The LEGO Movie 2: The Second Part,"$99,000,000"
43,Robin Hood,"$99,000,000"
44,The Mummy Returns,"$98,000,000"
45,Ford v. Ferrari,"$97,600,000"
46,Gangs of New York,"$97,000,000"
47,Alien: Covenant,"$97,000,000"
48,Cinderella,"$95,000,000"
49,Ice Age: Continental Drift,"$95,000,000"
50,Black Hawk Down,"$95,000,000"
51,Sex and the City 2,"$95,000,000"
52,Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000"
53,The Campaign,"$95,000,000"
54,Unstoppable,"$95,000,000"
55,The Fifth Element,"$95,000,000"
56,The Road to El Dorado,"$95,000,000"
57,The Lovely Bones,"$95,000,000"
58,Ben-Hur,"$95,000,000"
59,Seventh Son,"$95,000,000"
60,Finding Nemo,"$94,000,000"
61,The Lord of the Rings: The Return of the King,"$94,000,000"
62,The Lord of the Rings: The Two Towers,"$94,000,000"
63,Lara Croft: Tomb Raider,"$94,000,000"
64,Kingsman: The Secret Service,"$94,000,000"
65,The Lord of the Rings: The Fellowship of the Ring,"$93,000,000"
66,Jurassic Park III,"$93,000,000"
67,Rise of the Planet of the Apes,"$93,000,000"
68,The Spiderwick Chronicles,"$92,500,000"
69,The Incredibles,"$92,000,000"
70,A Good Day to Die Hard,"$92,000,000"
71,The Alamo,"$92,000,000"
72,Cutthroat Island,"$92,000,000"
73,The Secret Life of Walter Mitty,"$91,000,000"
74,Jumanji: Welcome to the Jungle,"$90,000,000"
75,Men in Black,"$90,000,000"
76,Toy Story 2,"$90,000,000"
77,Rush Hour 2,"$90,000,000"
78,Sherlock Holmes,"$90,000,000"
79,Bad Boys For Life,"$90,000,000"
80,Ice Age: Dawn of the Dinosaurs,"$90,000,000"
81,Spider-Man: Into The Spider-Verse 3D,"$90,000,000"
82,What Lies Beneath,"$90,000,000"
83,Sonic The Hedgehog,"$90,000,000"
84,Rio,"$90,000,000"
85,Once Upon a Timeâ¦in Hollywood,"$90,000,000"
86,The Departed,"$90,000,000"
87,Charlie's Angels,"$90,000,000"
88,Mulan,"$90,000,000"
89,Tropic Thunder,"$90,000,000"
90,The Girl with the Dragon Tattoo,"$90,000,000"
91,Contact,"$90,000,000"
92,You Don't Mess With the Zohan,"$90,000,000"
93,Die Hard: With a Vengeance,"$90,000,000"
94,The Magnificent Seven,"$90,000,000"
95,Alvin and the Chipmunks: The Road Chip,"$90,000,000"
96,Atlantis: The Lost Empire,"$90,000,000"
97,Valkyrie,"$90,000,000"
98,Pixels,"$90,000,000"
99,Artificial Intelligence: AI,"$90,000,000"
0,The Haunted Mansion,"$90,000,000"
1,Hollow Man,"$90,000,000"
2,The Interpreter,"$90,000,000"
3,Percy Jackson: Sea of Monsters,"$90,000,000"
4,Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000"
5,Now You See Me 2,"$90,000,000"
6,Spy Game,"$90,000,000"
7,The Saint,"$90,000,000"
8,Mission to Mars,"$90,000,000"
9,Tomb Raider,"$90,000,000"
10,Bicentennial Man,"$90,000,000"
11,King Arthur,"$90,000,000"
12,Volcano,"$90,000,000"
13,The Devil's Own,"$90,000,000"
14,K-19: The Widowmaker,"$90,000,000"
15,Conan the Barbarian,"$90,000,000"
16,The Three Musketeers,"$90,000,000"
17,The Promise,"$90,000,000"
18,The Nutcracker in 3D,"$90,000,000"
19,Bright,"$90,000,000"
20,Army of the Dead,"$90,000,000"
21,Twister,"$88,000,000"
22,Cinderella Man,"$88,000,000"
23,The Predator,"$88,000,000"
24,Snake Eyes: G.I. Joe Origins,"$88,000,000"
25,Fantastic Four,"$87,500,000"
26,Hannibal,"$87,000,000"
27,Seabiscuit,"$86,000,000"
28,Cast Away,"$85,000,000"
29,Happy Feet,"$85,000,000"
30,Ocean's Eleven,"$85,000,000"
31,The Bourne Supremacy,"$85,000,000"
32,Air Force One,"$85,000,000"
33,Fast & Furious,"$85,000,000"
34,Horton Hears a Who,"$85,000,000"
35,Divergent,"$85,000,000"
36,Hotel Transylvania,"$85,000,000"
37,Shazam!,"$85,000,000"
38,Enchanted,"$85,000,000"
39,Safe House,"$85,000,000"
40,I Now Pronounce You Chuck and Larry,"$85,000,000"
41,Ocean's Thirteen,"$85,000,000"
42,Itâs Complicated,"$85,000,000"
43,Enemy of the State,"$85,000,000"
44,Open Season,"$85,000,000"
45,Tower Heist,"$85,000,000"
46,102 Dalmatians,"$85,000,000"
47,Mirror Mirror,"$85,000,000"
48,The Holiday,"$85,000,000"
49,The Fast and the Furious: Tokyo Drift,"$85,000,000"
50,Memoirs of a Geisha,"$85,000,000"
51,Enemy at the Gates,"$85,000,000"
52,Last Action Hero,"$85,000,000"
53,The Rundown,"$85,000,000"
54,Arthur Christmas,"$85,000,000"
55,xXx: Return of Xander Cage,"$85,000,000"
56,Meet Joe Black,"$85,000,000"
57,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000"
58,Collateral Damage,"$85,000,000"
59,Showtime,"$85,000,000"
60,Judge Dredd,"$85,000,000"
61,Zodiac,"$85,000,000"
62,Scott Pilgrim vs. The World,"$85,000,000"
63,The Core,"$85,000,000"
64,Father's Day,"$85,000,000"
65,The Greatest Showman,"$84,000,000"
66,Scooby-Doo,"$84,000,000"
67,Nutty Professor II: The Klumps,"$84,000,000"
68,RED 2,"$84,000,000"
69,Click,"$82,500,000"
70,Charlotte\'s Web,"$82,500,000"
71,Jumper,"$82,500,000"
72,Hellboy II: The Golden Army,"$82,500,000"
73,The Longest Yard,"$82,000,000"
74,The Expendables,"$82,000,000"
75,Birds of Prey (And the Fantabulous Emancipation…,"$82,000,000"
76,The Boss Baby: Family Business,"$82,000,000"
77,The 6th Day,"$82,000,000"
78,Bruce Almighty,"$81,000,000"
79,The Hunger Games,"$80,000,000"
80,The Hangover Part II,"$80,000,000"
81,Mission: Impossible,"$80,000,000"
82,The Lego Batman Movie,"$80,000,000"
83,Hotel Transylvania 2,"$80,000,000"
84,Batman Returns,"$80,000,000"
85,The Secret Life of Pets 2,"$80,000,000"
86,The Mummy,"$80,000,000"
87,Over the Hedge,"$80,000,000"
88,Lilo & Stitch,"$80,000,000"
89,Deep Impact,"$80,000,000"
90,Grown Ups 2,"$80,000,000"
91,Alvin and the Chipmunks: Chipwrecked,"$80,000,000"
92,Get Smart,"$80,000,000"
93,Robots,"$80,000,000"
94,Shutter Island,"$80,000,000"
95,Something's Gotta Give,"$80,000,000"
96,Four Christmases,"$80,000,000"
97,Face/Off,"$80,000,000"
98,Bedtime Stories,"$80,000,000"
99,Road to Perdition,"$80,000,000"
0,Just Go With It,"$80,000,000"
1,Daredevil,"$80,000,000"
2,Eagle Eye,"$80,000,000"
3,Con Air,"$80,000,000"
4,Yogi Bear,"$80,000,000"
5,Cold Mountain,"$80,000,000"
6,The Book of Eli,"$80,000,000"
7,Flubber,"$80,000,000"
8,The Haunting,"$80,000,000"
9,Space Jam,"$80,000,000"
10,Fury,"$80,000,000"
11,Smallfoot,"$80,000,000"
12,The Pink Panther,"$80,000,000"
13,Zookeeper,"$80,000,000"
14,The Day the Earth Stood Still,"$80,000,000"
15,Conspiracy Theory,"$80,000,000"
16,"Six Days, Seven Nights","$80,000,000"
17,Spirit: Stallion of the Cimarron,"$80,000,000"
18,Swordfish,"$80,000,000"
19,Fantasia 2000 (Theatrical Release),"$80,000,000"
20,Lost In Space,"$80,000,000"
21,The Manchurian Candidate,"$80,000,000"
22,DÃ©jÃ  Vu,"$80,000,000"
23,Bewitched,"$80,000,000"
24,The Good Shepherd,"$80,000,000"
25,The Time Machine,"$80,000,000"
26,What Dreams May Come,"$80,000,000"
27,Mighty Joe Young,"$80,000,000"
28,Ad Astra,"$80,000,000"
29,The Legend of Zorro,"$80,000,000"
30,Little Nicky,"$80,000,000"
31,Surrogates,"$80,000,000"
32,Evolution,"$80,000,000"
33,The Brothers Grimm,"$80,000,000"
34,Mars Attacks!,"$80,000,000"
35,The Wild,"$80,000,000"
36,Walking with Dinosaurs,"$80,000,000"
37,Thirteen Days,"$80,000,000"
38,Daylight,"$80,000,000"
39,The Last Witch Hunter,"$80,000,000"
40,Pompeii,"$80,000,000"
41,Battlefield Earth: A Saga of the Year 3000,"$80,000,000"
42,Looney Tunes: Back in Action,"$80,000,000"
43,Nine,"$80,000,000"
44,Timeline,"$80,000,000"
45,Oceans,"$80,000,000"
46,Babe: Pig in the City,"$80,000,000"
47,The Postman,"$80,000,000"
48,Red Planet,"$80,000,000"
49,Arthur et les Minimoys,"$80,000,000"
50,The Invasion,"$80,000,000"
51,A Sound of Thunder,"$80,000,000"
52,The Aeronauts,"$80,000,000"
53,The Lion King,"$79,300,000"
54,Journey 2: The Mysterious Island,"$79,000,000"
55,Jack and Jill,"$79,000,000"
56,A Beautiful Mind,"$78,000,000"
57,Cloudy with a Chance of Meatballs 2,"$78,000,000"
58,Red Dragon,"$78,000,000"
59,Hidalgo,"$78,000,000"
60,The League of Extraordinary Gentlemen,"$78,000,000"
61,Exorcist: The Beginning,"$78,000,000"
62,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ© ,"$77,600,000"
63,The Little Prince,"$77,500,000"
64,Renegades,"$77,500,000"
65,The Equalizer 2,"$77,000,000"
66,Despicable Me 2,"$76,000,000"
67,2 Fast 2 Furious,"$76,000,000"
68,Children of Men,"$76,000,000"
