,Movie name,budget
2,Unknown,"$40,000,000"
3,Get Him to the Greek,"$40,000,000"
4,Gothika,"$40,000,000"
5,Behind Enemy Lines,"$40,000,000"
6,The Lincoln Lawyer,"$40,000,000"
7,Shall We Dance?,"$40,000,000"
8,Invincible,"$40,000,000"
9,Escape From Planet Earth,"$40,000,000"
10,Small Soldiers,"$40,000,000"
11,Spawn,"$40,000,000"
12,Horrible Bosses 2,"$40,000,000"
13,The Count of Monte Cristo,"$40,000,000"
14,The Prestige,"$40,000,000"
15,The Lake House,"$40,000,000"
16,Predators,"$40,000,000"
17,The Odd Life of Timothy Green,"$40,000,000"
18,The Living Daylights,"$40,000,000"
19,Apocalypto,"$40,000,000"
20,Music and Lyrics,"$40,000,000"
21,Legal Eagles,"$40,000,000"
22,Secret Window,"$40,000,000"
23,The Skeleton Key,"$40,000,000"
24,Jersey Boys,"$40,000,000"
25,Made of Honor,"$40,000,000"
26,The Rainmaker,"$40,000,000"
27,Medicine Man,"$40,000,000"
28,Amistad,"$40,000,000"
29,A Million Ways to Die in The West,"$40,000,000"
30,Final Destination 5,"$40,000,000"
31,Widows,"$40,000,000"
32,Fever Pitch,"$40,000,000"
33,Aliens vs. Predator - Requiem,"$40,000,000"
34,The Water Horse: Legend of the Deep,"$40,000,000"
35,Sex Tape,"$40,000,000"
36,Scream 4,"$40,000,000"
37,Ri¢hie Ri¢h,"$40,000,000"
38,Autumn in New York,"$40,000,000"
39,Paul,"$40,000,000"
40,The Guilt Trip,"$40,000,000"
41,Colombiana,"$40,000,000"
42,8MM,"$40,000,000"
43,The Commuter,"$40,000,000"
44,Hanging Up,"$40,000,000"
45,The Doors,"$40,000,000"
46,Mickey Blue Eyes,"$40,000,000"
47,The Spy Who Dumped Me,"$40,000,000"
48,Pay it Forward,"$40,000,000"
49,Arthur,"$40,000,000"
50,Drillbit Taylor,"$40,000,000"
51,Patriots Day,"$40,000,000"
52,Extremely Loud and Incredibly Close,"$40,000,000"
53,The Shadow,"$40,000,000"
54,Transporter 3,"$40,000,000"
55,Morning Glory,"$40,000,000"
56,Get Rich or Die Tryin',"$40,000,000"
57,Long Shot,"$40,000,000"
58,The Art of War,"$40,000,000"
59,Grudge Match,"$40,000,000"
60,Bless the Child,"$40,000,000"
61,Rent,"$40,000,000"
62,The Out-of-Towners,"$40,000,000"
63,The Nut Job 2: Nutty by Nature,"$40,000,000"
64,The Island of Dr. Moreau,"$40,000,000"
65,The Musketeer,"$40,000,000"
66,Resident Evil: The Final Chapter,"$40,000,000"
67,The Other Boleyn Girl,"$40,000,000"
68,The House,"$40,000,000"
69,Sweet November,"$40,000,000"
70,The Reaping,"$40,000,000"
71,Season of the Witch,"$40,000,000"
72,Renaissance Man,"$40,000,000"
73,Quest for Camelot,"$40,000,000"
74,City by the Sea,"$40,000,000"
75,At First Sight,"$40,000,000"
76,Mechanic: Resurrection,"$40,000,000"
77,Torque,"$40,000,000"
78,Fantastic Mr. Fox,"$40,000,000"
79,The Happytime Murders,"$40,000,000"
80,Showgirls,"$40,000,000"
81,City Hall,"$40,000,000"
82,Big Miracle,"$40,000,000"
83,The Impossible,"$40,000,000"
84,A Thousand Words,"$40,000,000"
85,Detroit,"$40,000,000"
86,Marie Antoinette,"$40,000,000"
87,Hunter Killer,"$40,000,000"
88,Get Carter,"$40,000,000"
89,Kiss of Death,"$40,000,000"
90,Keeping Up with the Joneses,"$40,000,000"
91,"Life, or Something Like It","$40,000,000"
92,Ishtar,"$40,000,000"
93,Memoirs of an Invisible Man,"$40,000,000"
94,Amelia,"$40,000,000"
95,Cirque du Freak: The Vampire's Assistant,"$40,000,000"
96,New York Minute,"$40,000,000"
97,The Deep End of the Ocean,"$40,000,000"
98,Alfie,"$40,000,000"
99,FearDotCom,"$40,000,000"
0,Soul Men,"$40,000,000"
1,The Gunman,"$40,000,000"
2,Universal Soldier II: The Return,"$40,000,000"
3,Pandorum,"$40,000,000"
4,Duplex,"$40,000,000"
5,Paranoia,"$40,000,000"
6,Raise the Titanic,"$40,000,000"
7,Baahubali: The Beginning,"$40,000,000"
8,The Hurricane Heist,"$40,000,000"
9,Impostor,"$40,000,000"
10,Victor Frankenstein,"$40,000,000"
11,The Goldfinch,"$40,000,000"
12,Extreme Ops,"$40,000,000"
13,Just Visiting,"$40,000,000"
14,Snowpiercer,"$40,000,000"
15,Sunshine,"$40,000,000"
16,The Hudsucker Proxy,"$40,000,000"
17,Billy Lynnâs Long Halftime Walk,"$40,000,000"
18,Pirates,"$40,000,000"
19,Delgo,"$40,000,000"
20,The Hunting Party,"$40,000,000"
21,Alex Rider: Operation Stormbreaker,"$40,000,000"
22,Red Cliff,"$40,000,000"
23,The Last Shot,"$40,000,000"
24,Nomad,"$40,000,000"
25,Un monstre Ã  Paris ,"$40,000,000"
26,Solomon Kane,"$40,000,000"
27,Kursk,"$40,000,000"
28,USS Indianapolis: Men of Courage,"$40,000,000"
29,Dragon Nest Warriors' Dawn,"$40,000,000"
30,Klaus,"$40,000,000"
31,Death Note,"$40,000,000"
32,Down Under Cover,"$40,000,000"
33,Timmy Failure: Mistakes Were Made,"$40,000,000"
34,Heaven and Hell,"$40,000,000"
35,Licorice Pizza,"$40,000,000"
36,The Time Travelerâs Wife,"$39,000,000"
37,Superman III,"$39,000,000"
38,Because I Said So,"$39,000,000"
39,Frankenweenie,"$39,000,000"
40,Sgt. Bilko,"$39,000,000"
41,Serenity,"$39,000,000"
42,Shoot 'Em Up,"$39,000,000"
43,Against the Ropes,"$39,000,000"
44,Yi dai zong shi,"$38,600,000"
45,The Fast and the Furious,"$38,000,000"
46,Sweet Home Alabama,"$38,000,000"
47,The Ugly Truth,"$38,000,000"
48,Spy Kids 2: The Island of Lost Dreams,"$38,000,000"
49,Star Trek: Generations,"$38,000,000"
50,Captain Underpants: The First Epic Movie,"$38,000,000"
51,Paul Blart: Mall Cop 2,"$38,000,000"
52,Mouse Hunt,"$38,000,000"
53,Why Him?,"$38,000,000"
54,Water for Elephants,"$38,000,000"
55,Life as We Know It,"$38,000,000"
56,The Hurricane,"$38,000,000"
57,Riddick,"$38,000,000"
58,Heartbreakers,"$38,000,000"
59,Enough,"$38,000,000"
60,The 5th Wave,"$38,000,000"
61,Push,"$38,000,000"
62,Rush,"$38,000,000"
63,Angel Eyes,"$38,000,000"
64,Joe Somebody,"$38,000,000"
65,Overlord,"$38,000,000"
66,The War with Grandpa,"$38,000,000"
67,The Ninth Gate,"$38,000,000"
68,Only the Brave,"$38,000,000"
69,Extreme Measures,"$38,000,000"
70,The Thing,"$38,000,000"
71,Rock Star,"$38,000,000"
72,News of the World,"$38,000,000"
73,The Kitchen,"$38,000,000"
74,White Squall,"$38,000,000"
75,City of Ember,"$38,000,000"
76,Switchback,"$38,000,000"
77,The Sisters Brothers,"$38,000,000"
78,Texas Rangers,"$38,000,000"
79,Virgin Territory,"$38,000,000"
80,The Upside,"$37,500,000"
81,What to Expect When You're Expecting,"$37,500,000"
82,The Master,"$37,500,000"
83,The Express,"$37,500,000"
84,Twilight,"$37,000,000"
85,Weâre the Millers,"$37,000,000"
86,Creed,"$37,000,000"
87,The Town,"$37,000,000"
88,Dolphin Tale,"$37,000,000"
89,Game Night,"$37,000,000"
90,Burn After Reading,"$37,000,000"
91,13 Going On 30,"$37,000,000"
92,Tyler Perryâs Temptation,"$37,000,000"
93,Nim's Island,"$37,000,000"
94,How to be Single,"$37,000,000"
95,Cop Out,"$37,000,000"
96,The Rite,"$37,000,000"
97,Space Chimps,"$37,000,000"
98,Magnolia,"$37,000,000"
99,Aloha,"$37,000,000"
0,Obitaemyy ostrov,"$36,500,000"
1,A Star is Born,"$36,000,000"
2,Gnomeo and Juliet,"$36,000,000"
3,John Q.,"$36,000,000"
4,Blue Streak,"$36,000,000"
5,Never Say Never Again,"$36,000,000"
6,Hot Tub Time Machine,"$36,000,000"
7,Breakdown,"$36,000,000"
8,Dolphin Tale 2,"$36,000,000"
9,Collateral Beauty,"$36,000,000"
10,A Man Apart,"$36,000,000"
11,Reindeer Games,"$36,000,000"
12,Snow Falling on Cedars,"$36,000,000"
13,Ghosts of Mississippi,"$36,000,000"
14,Gattaca,"$36,000,000"
15,Isn't She Great,"$36,000,000"
16,Yip Man 3,"$36,000,000"
17,There Be Dragons,"$36,000,000"
18,Queen of the Desert,"$36,000,000"
19,Head of State,"$35,200,000"
20,It,"$35,000,000"
21,The Hangover,"$35,000,000"
22,The Blind Side,"$35,000,000"
23,Batman,"$35,000,000"
24,Austin Powers: The Spy Who Shagged Me,"$35,000,000"
25,True Grit,"$35,000,000"
26,Lethal Weapon 3,"$35,000,000"
27,Rush Hour,"$35,000,000"
28,Identity Thief,"$35,000,000"
29,The Devil Wears Prada,"$35,000,000"
30,Horrible Bosses,"$35,000,000"
31,Spy Kids,"$35,000,000"
32,Trainwreck,"$35,000,000"
33,Saving Mr. Banks,"$35,000,000"
34,Star Trek: The Motion Picture,"$35,000,000"
35,21,"$35,000,000"
36,What Happens in Vegas...,"$35,000,000"
37,Cape Fear,"$35,000,000"
38,The English Patient,"$35,000,000"
39,Hotel for Dogs,"$35,000,000"
40,Guess Who,"$35,000,000"
41,This is 40,"$35,000,000"
42,L.A. Confidential,"$35,000,000"
43,Sky High,"$35,000,000"
44,In & Out,"$35,000,000"
45,A Nightmare on Elm Street,"$35,000,000"
46,The Cell,"$35,000,000"
47,Species,"$35,000,000"
48,The Benchwarmers,"$35,000,000"
49,Secretariat,"$35,000,000"
50,The Man in the Iron Mask,"$35,000,000"
51,Friends with Benefits,"$35,000,000"
52,Neighbors 2: Sorority Rising,"$35,000,000"
53,TMNT,"$35,000,000"
54,Radio,"$35,000,000"
55,Sicario: Day of the Soldado,"$35,000,000"
56,Old Dogs,"$35,000,000"
57,Malcolm X,"$35,000,000"
58,Poltergeist,"$35,000,000"
59,Goosebumps 2: Haunted Halloween,"$35,000,000"
60,12 Strong,"$35,000,000"
61,Underworld 3: Rise of the Lycans,"$35,000,000"
62,Must Love Dogs,"$35,000,000"
63,License to Wed,"$35,000,000"
64,Donnie Brasco,"$35,000,000"
65,Max Payne,"$35,000,000"
66,Resident Evil,"$35,000,000"
67,The Ladykillers,"$35,000,000"
68,Something Borrowed,"$35,000,000"
69,The Nativity Story,"$35,000,000"
70,In Time,"$35,000,000"
71,The Back-up Plan,"$35,000,000"
72,J. Edgar,"$35,000,000"
73,Bounce,"$35,000,000"
74,Mile 22,"$35,000,000"
75,Hot Pursuit,"$35,000,000"
76,Concussion,"$35,000,000"
77,The Foreigner,"$35,000,000"
78,Closer,"$35,000,000"
79,Street Fighter,"$35,000,000"
80,Black Knight,"$35,000,000"
81,The Bad News Bears,"$35,000,000"
82,The Pianist,"$35,000,000"
83,House of Wax,"$35,000,000"
84,From Hell,"$35,000,000"
85,Adrift,"$35,000,000"
86,Mirrors,"$35,000,000"
87,Underworld: Blood Wars,"$35,000,000"
88,Queen of the Damned,"$35,000,000"
89,Nanny McPhee and the Big Bang,"$35,000,000"
90,Untraceable,"$35,000,000"
91,Predator 2,"$35,000,000"
92,Abduction,"$35,000,000"
93,Flash Gordon,"$35,000,000"
94,Superhero Movie,"$35,000,000"
95,Blast from the Past,"$35,000,000"
96,Alex Cross,"$35,000,000"
97,Jersey Girl,"$35,000,000"
98,Midnight in the Garden of Good and Evil,"$35,000,000"
99,Bridget Jonesâs Baby,"$35,000,000"
0,Heist,"$35,000,000"
1,Hoffa,"$35,000,000"
2,Whiskey Tango Foxtrot,"$35,000,000"
3,Ella Enchanted,"$35,000,000"
4,Hitman: Agent 47,"$35,000,000"
5,Phantom Thread,"$35,000,000"
6,The X-Files: I Want to Believe,"$35,000,000"
7,Premium Rush,"$35,000,000"
8,Broken City,"$35,000,000"
9,Valiant,"$35,000,000"
10,Wonder Boys,"$35,000,000"
11,Cursed,"$35,000,000"
12,Walk Hard: The Dewey Cox Story,"$35,000,000"
13,The Four Feathers,"$35,000,000"
14,Furry Vengeance,"$35,000,000"
15,Parker,"$35,000,000"
16,Wimbledon,"$35,000,000"
17,Bait,"$35,000,000"
18,Dungeons and Dragons,"$35,000,000"
19,Lions for Lambs,"$35,000,000"
20,Flight of the Intruder,"$35,000,000"
21,The Tree of Life,"$35,000,000"
22,American Outlaws,"$35,000,000"
23,Playing for Keeps,"$35,000,000"
24,Zoom,"$35,000,000"
25,The Shipping News,"$35,000,000"
26,The Young Victoria,"$35,000,000"
27,Sabotage,"$35,000,000"
28,Knock Off,"$35,000,000"
29,Whiteout,"$35,000,000"
30,Unfinished Business,"$35,000,000"
31,The Walk,"$35,000,000"
32,The Fountain,"$35,000,000"
33,Mandela: Long Walk to Freedom,"$35,000,000"
34,Punisher: War Zone,"$35,000,000"
35,The Order,"$35,000,000"
36,A Good Year,"$35,000,000"
37,The Brothers Grimsby,"$35,000,000"
38,The Snowman,"$35,000,000"
39,Femme Fatale,"$35,000,000"
40,Warriors of Virtue,"$35,000,000"
41,Luther,"$35,000,000"
42,Biutiful,"$35,000,000"
43,Radio Flyer,"$35,000,000"
44,Bound by Honor,"$35,000,000"
45,A Hologram for the King,"$35,000,000"
46,Smilla's Sense of Snow,"$35,000,000"
47,Playing for Keeps,"$35,000,000"
48,Lion of the Desert,"$35,000,000"
49,Le hussard sur le toit,"$35,000,000"
50,Ride With the Devil,"$35,000,000"
51,Stolen,"$35,000,000"
52,Trespass,"$35,000,000"
53,Bandidas,"$35,000,000"
54,The Trial of the Chicago 7,"$35,000,000"
55,The Lovers,"$35,000,000"
56,Black Water Transit,"$35,000,000"
57,The Darkest Hour,"$34,800,000"
58,Baby Driver,"$34,000,000"
59,The Maze Runner,"$34,000,000"
60,The Longest Ride,"$34,000,000"
61,The Age of Innocence,"$34,000,000"
62,Gake no ue no Ponyo,"$34,000,000"
63,The Darkest Minds,"$34,000,000"
64,Chill Factor,"$34,000,000"
65,The Astronaut's Wife,"$34,000,000"
66,I Dreamed of Africa,"$34,000,000"
67,Thunder and the House of Magic,"$34,000,000"
68,Greenland,"$34,000,000"
69,Reds,"$33,500,000"
70,A Few Good Men,"$33,000,000"
71,Big Momma's House,"$33,000,000"
72,Exit Wounds,"$33,000,000"
73,Mike and Dave Need Wedding Dates,"$33,000,000"
74,Step Up Revolution,"$33,000,000"
75,Snakes on a Plane,"$33,000,000"
76,The Punisher,"$33,000,000"
77,The Watcher,"$33,000,000"
78,21 Bridges,"$33,000,000"
79,Unhinged,"$33,000,000"
80,Safe,"$33,000,000"
81,Doomsday,"$33,000,000"
82,Pushing Tin,"$33,000,000"
83,Goal! The Dream Begins,"$33,000,000"
84,The Young and Prodigious T.S. Spivet,"$33,000,000"
85,Freaks of Nature,"$33,000,000"
86,Star Wars Ep. VI: Return of the Jedi,"$32,500,000"
87,Bridesmaids,"$32,500,000"
88,The Reader,"$32,500,000"
89,The Big Wedding,"$32,500,000"
90,Wanderlust,"$32,500,000"
91,Elf,"$32,000,000"
92,Phenomenon,"$32,000,000"
93,This is the End,"$32,000,000"
94,Snow Dogs,"$32,000,000"
95,Nacho Libre,"$32,000,000"
96,Scrooged,"$32,000,000"
97,Takers,"$32,000,000"
98,Source Code,"$32,000,000"
99,Stigmata,"$32,000,000"
0,Men of Honor,"$32,000,000"
1,I Feel Pretty,"$32,000,000"
2,The Transporter 2,"$32,000,000"
3,"Big Mommas: Like Father, Like Son","$32,000,000"
4,Alive,"$32,000,000"
5,The Number 23,"$32,000,000"
6,1941,"$32,000,000"
7,Dreamer: Inspired by a True Story,"$32,000,000"
8,Bombshell,"$32,000,000"
9,A History of Violence,"$32,000,000"
10,The Incredible Burt Wonderstone,"$32,000,000"
11,The Quick and the Dead,"$32,000,000"
12,Laws of Attraction,"$32,000,000"
13,Bad Times at the El Royale,"$32,000,000"
14,Going the Distance,"$32,000,000"
15,Bringing Out The Dead,"$32,000,000"
16,Repo Men,"$32,000,000"
17,Dragon Wars: D-War,"$32,000,000"
18,Bogus,"$32,000,000"
19,Cats Don't Dance,"$32,000,000"
20,Cradle Will Rock,"$32,000,000"
21,The Good German,"$32,000,000"
22,George and the Dragon,"$32,000,000"
23,Apocalypse Now,"$31,500,000"
24,Criminal,"$31,500,000"
25,La ch'tite famille,"$31,400,000"
26,42,"$31,000,000"
27,Flight,"$31,000,000"
28,Mr. Hollandâs Opus,"$31,000,000"
29,Moonraker,"$31,000,000"
30,The Grand Budapest Hotel,"$31,000,000"
31,Vacation,"$31,000,000"
32,Arachnophobia,"$31,000,000"
33,Isnât it Romantic,"$31,000,000"
34,Frequency,"$31,000,000"
35,Hearts in Atlantis,"$31,000,000"
36,Extraordinary Measures,"$31,000,000"
37,Birth of the Dragon,"$31,000,000"
38,Get Shorty,"$30,250,000"
39,Ghostbusters,"$30,000,000"
40,Toy Story,"$30,000,000"
41,Crazy Rich Asians,"$30,000,000"
42,Chicago,"$30,000,000"
43,Big Daddy,"$30,000,000"
44,American Pie 2,"$30,000,000"
45,The Vow,"$30,000,000"
46,Speed,"$30,000,000"
47,The Hunt for Red October,"$30,000,000"
48,Lee Daniels' The Butler,"$30,000,000"
49,Remember the Titans,"$30,000,000"
50,District 9,"$30,000,000"
51,Dodgeball: A True Underdog Story,"$30,000,000"
52,The Addams Family,"$30,000,000"
53,Ace Ventura: When Nature Calls,"$30,000,000"
54,The Princess Diaries,"$30,000,000"
55,Analyze This,"$30,000,000"
56,The First Wives Club,"$30,000,000"
57,Million Dollar Baby,"$30,000,000"
58,Se7en,"$30,000,000"
59,Mystic River,"$30,000,000"
60,Sisters,"$30,000,000"
61,Pokemon: The First Movie,"$30,000,000"
62,SpongeBob SquarePants: The Movie,"$30,000,000"
63,The Notebook,"$30,000,000"
64,Hannah Montana: The Movie,"$30,000,000"
65,27 Dresses,"$30,000,000"
66,Rugrats in Paris,"$30,000,000"
67,The Hitmanâs Bodyguard,"$30,000,000"
68,The Prince of Tides,"$30,000,000"
69,Four Brothers,"$30,000,000"
70,Legends of the Fall,"$30,000,000"
71,Looper,"$30,000,000"
72,Warm Bodies,"$30,000,000"
73,About Schmidt,"$30,000,000"
74,The Nut Job,"$30,000,000"
75,Down to Earth,"$30,000,000"
76,Babe,"$30,000,000"
77,Hope Springs,"$30,000,000"
78,Forgetting Sarah Marshall,"$30,000,000"
79,Friday Night Lights,"$30,000,000"
80,Harlem Nights,"$30,000,000"
81,Baby Mama,"$30,000,000"
82,Hope Floats,"$30,000,000"
83,Bride Wars,"$30,000,000"
84,Without a Paddle,"$30,000,000"
85,Midnight in Paris,"$30,000,000"
86,Darkest Hour,"$30,000,000"
87,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000"
88,"P.S., I Love You","$30,000,000"
89,Corpse Bride,"$30,000,000"
90,Life of the Party,"$30,000,000"
91,Letters to Juliet,"$30,000,000"
92,Blow,"$30,000,000"
93,Message in a Bottle,"$30,000,000"
94,Southpaw,"$30,000,000"
95,Star Trek V: The Final Frontier,"$30,000,000"
96,Atomic Blonde,"$30,000,000"
97,Like Mike,"$30,000,000"
98,Naked Gun 33 1/3: The Final Insult,"$30,000,000"
99,Atonement,"$30,000,000"
0,A View to a Kill,"$30,000,000"
1,Sommersby,"$30,000,000"
2,Racing Stripes,"$30,000,000"
3,Sicario,"$30,000,000"
4,Black Rain,"$30,000,000"
5,Full Metal Jacket,"$30,000,000"
6,Den of Thieves,"$30,000,000"
7,The Three Stooges,"$30,000,000"
8,Pokemon 2000,"$30,000,000"
9,John Wick,"$30,000,000"
10,Glory Road,"$30,000,000"
11,The Age of Adaline,"$30,000,000"
12,Step Up 3D,"$30,000,000"
13,Drag Me To Hell,"$30,000,000"
14,The Cabin in the Woods,"$30,000,000"
15,Secondhand Lions,"$30,000,000"
16,Stranger Than Fiction,"$30,000,000"
17,Hanna,"$30,000,000"
18,Blue Crush,"$30,000,000"
19,30 Days of Night,"$30,000,000"
20,Little Shop of Horrors,"$30,000,000"
21,Gridiron Gang,"$30,000,000"
22,Midnight Run,"$30,000,000"
23,Meet the Spartans,"$30,000,000"
24,The Running Man,"$30,000,000"
25,The Family,"$30,000,000"
26,The 15:17 to Paris,"$30,000,000"
27,Mortal Kombat: Annihilation,"$30,000,000"
28,Larry Crowne,"$30,000,000"
29,Carrie,"$30,000,000"
30,Last Christmas,"$30,000,000"
31,Take the Lead,"$30,000,000"
32,Death Wish,"$30,000,000"
33,Love and Other Drugs,"$30,000,000"
34,Entourage,"$30,000,000"
35,What's the Worst That Could Happen?,"$30,000,000"
36,Side Effects,"$30,000,000"
37,9,"$30,000,000"
38,Deliver Us from Evil,"$30,000,000"
39,Get on Up,"$30,000,000"
40,Mollyâs Game,"$30,000,000"
41,The Five-Year Engagement,"$30,000,000"
42,The Prince & Me,"$30,000,000"
43,Winnie the Pooh,"$30,000,000"
44,Bulworth,"$30,000,000"
45,Dumb and Dumberer: When Harry Met Lloyd,"$30,000,000"
46,White Boy Rick,"$30,000,000"
47,Virtuosity,"$30,000,000"
48,One True Thing,"$30,000,000"
49,Sanctum,"$30,000,000"
50,My Super Ex-Girlfriend,"$30,000,000"
51,Ballerina,"$30,000,000"
52,Mr. 3000,"$30,000,000"
53,Shaft,"$30,000,000"
54,The Next Three Days,"$30,000,000"
55,Proud Mary,"$30,000,000"
56,Sleepless,"$30,000,000"
57,Little Black Book,"$30,000,000"
58,Assault On Precinct 13,"$30,000,000"
59,Nine Lives,"$30,000,000"
60,Runner Runner,"$30,000,000"
61,The Replacement Killers,"$30,000,000"
62,Baahubali 2: The Conclusion,"$30,000,000"
63,Ultraviolet,"$30,000,000"
64,North Country,"$30,000,000"
65,Fright Night,"$30,000,000"
66,mother!,"$30,000,000"
67,Steve Jobs,"$30,000,000"
68,Spirit Untamed,"$30,000,000"
69,Eight Legged Freaks,"$30,000,000"
70,Fled,"$30,000,000"
71,Splice,"$30,000,000"
72,88 Minutes,"$30,000,000"
73,The Whole Ten Yards,"$30,000,000"
74,Howard the Duck,"$30,000,000"
75,Pride and Glory,"$30,000,000"
76,The Little Things,"$30,000,000"
77,The Cave,"$30,000,000"
78,Godsend,"$30,000,000"
79,Alex & Emma,"$30,000,000"
80,Wicker Park,"$30,000,000"
81,The New World,"$30,000,000"
82,Evening,"$30,000,000"
83,The Last Stand,"$30,000,000"
84,In Dreams,"$30,000,000"
85,Wing Commander,"$30,000,000"
86,CafÃ© Society,"$30,000,000"
87,Antitrust,"$30,000,000"
88,Dead Man Down,"$30,000,000"
89,Hoodwinked Too: Hood vs. Evil,"$30,000,000"
90,Dragonball Evolution,"$30,000,000"
91,First Daughter,"$30,000,000"
92,The Lost City of Z,"$30,000,000"
93,An Unfinished Life,"$30,000,000"
94,The Space Between Us,"$30,000,000"
95,Anna,"$30,000,000"
96,The Imaginarium of Doctor Parnassus,"$30,000,000"
97,Barney's Version,"$30,000,000"
98,Trapped,"$30,000,000"
99,The Current War: Directorâs Cut,"$30,000,000"
0,Kin,"$30,000,000"
1,Once Upon a Time in America,"$30,000,000"
2,Johnny English Strikes Again,"$30,000,000"
3,Stronger,"$30,000,000"
4,Gloria,"$30,000,000"
5,Replicas,"$30,000,000"
6,The Assassination of Jesse James by the Coward …,"$30,000,000"
7,The Merchant of Venice,"$30,000,000"
8,The Good Thief,"$30,000,000"
9,Supercross,"$30,000,000"
10,Miss Potter,"$30,000,000"
11,The Tax Collector,"$30,000,000"
12,Wu ji,"$30,000,000"
13,Machine Gun Preacher,"$30,000,000"
14,Bilal: A New Breed of Hero,"$30,000,000"
15,DOA: Dead or Alive,"$30,000,000"
16,Le Petit Nicolas,"$30,000,000"
17,Xinhai geming,"$30,000,000"
18,Genghis Khan: To the Ends of the Earth and Sea,"$30,000,000"
19,Wild Card,"$30,000,000"
20,United Passions,"$30,000,000"
21,Konferenz der Tiere,"$30,000,000"
22,Grace of Monaco,"$30,000,000"
23,Overdrive,"$30,000,000"
24,Savva. Serdtse voyna,"$30,000,000"
25,Goodbye Bafana,"$30,000,000"
26,Ripley's Game,"$30,000,000"
27,Space Pirate Captain Harlock,"$30,000,000"
28,Collide,"$29,200,000"
29,Pitch Perfect 2,"$29,000,000"
30,Walk the Line,"$29,000,000"
31,Night School,"$29,000,000"
32,The Boss,"$29,000,000"
33,12 Monkeys,"$29,000,000"
34,Once Upon a Time in Mexico,"$29,000,000"
35,Awakenings,"$29,000,000"
36,Keeping the Faith,"$29,000,000"
37,Logan Lucky,"$29,000,000"
38,Florence Foster Jenkins,"$29,000,000"
39,The Borrowers,"$29,000,000"
40,Like a Boss,"$29,000,000"
41,Frost/Nixon,"$29,000,000"
42,Seed of Chucky,"$29,000,000"
43,Serving Sara,"$29,000,000"
44,Confessions of a Dangerous Mind,"$29,000,000"
45,Taking Woodstock,"$29,000,000"
46,Cry Freedom,"$29,000,000"
47,Voyagers,"$29,000,000"
48,Mumford,"$28,700,000"
49,The Jacket,"$28,500,000"
50,Aladdin,"$28,000,000"
51,Indiana Jones and the Temple of Doom,"$28,000,000"
52,Straight Outta Compton,"$28,000,000"
53,Girls Trip,"$28,000,000"
54,The Rugrats Movie,"$28,000,000"
55,Die Hard,"$28,000,000"
56,Out of Africa,"$28,000,000"
57,Along Came a Spider,"$28,000,000"
58,A Bad Moms Christmas,"$28,000,000"
59,Safe Haven,"$28,000,000"
60,The Big Short,"$28,000,000"
61,Scary Stories to Tell in the Dark,"$28,000,000"
62,Role Models,"$28,000,000"
63,"Alexander and the Terrible, Horrible, No Good, …","$28,000,000"
64,Miracle,"$28,000,000"
65,Last Vegas,"$28,000,000"
66,The Wedding Planner,"$28,000,000"
67,Dawn of the Dead,"$28,000,000"
68,For Your Eyes Only,"$28,000,000"
69,Tag,"$28,000,000"
70,The Royal Tenenbaums,"$28,000,000"
71,Identity,"$28,000,000"
72,Serendipity,"$28,000,000"
73,Kick-Ass,"$28,000,000"
74,Zoolander,"$28,000,000"
75,Timecop,"$28,000,000"
76,Hocus Pocus,"$28,000,000"
77,No Reservations,"$28,000,000"
78,Pride & Prejudice,"$28,000,000"
79,30 Minutes or Less,"$28,000,000"
80,Dracula 2000,"$28,000,000"
81,Blade Runner,"$28,000,000"
82,Rob Roy,"$28,000,000"
83,3 Days to Kill,"$28,000,000"
84,Kick-Ass 2,"$28,000,000"
85,We Own the Night,"$28,000,000"
86,A Walk Among the Tombstones,"$28,000,000"
87,The Spy Next Door,"$28,000,000"
88,Brick Mansions,"$28,000,000"
89,Just My Luck,"$28,000,000"
90,Lost Souls,"$28,000,000"
91,American Ultra,"$28,000,000"
92,Winged Migration,"$28,000,000"
93,Pride and Prejudice and Zombies,"$28,000,000"
94,"Mystery, Alaska","$28,000,000"
95,John Carpenterâs Ghosts of Mars,"$28,000,000"
96,A Simple Wish,"$28,000,000"
97,Our Brand is Crisis,"$28,000,000"
98,Kundun,"$28,000,000"
99,How to Lose Friends & Alienate People,"$28,000,000"
0,Alatriste,"$28,000,000"
1,Knocked Up,"$27,500,000"
2,Octopussy,"$27,500,000"
3,My Sisterâs Keeper,"$27,500,000"
4,Welcome Home Roscoe Jenkins,"$27,500,000"
5,Joyful Noise,"$27,500,000"
6,A Passage to India,"$27,500,000"
7,Notes on a Scandal,"$27,500,000"
8,Rendition,"$27,500,000"
9,Anonymous,"$27,500,000"
10,Limitless,"$27,000,000"
11,Star Trek VI: The Undiscovered Country,"$27,000,000"
12,Annabelle Comes Home,"$27,000,000"
13,The Divine Secrets of the Ya-Ya Sisterhood,"$27,000,000"
14,Kiss the Girls,"$27,000,000"
15,The Blues Brothers,"$27,000,000"
16,The Jungle Book,"$27,000,000"
17,The Sisterhood of the Traveling Pants 2,"$27,000,000"
18,Money Monster,"$27,000,000"
19,About a Boy,"$27,000,000"
20,Spy Kids: All the Time in the World,"$27,000,000"
21,Lake Placid,"$27,000,000"
